Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9H061|T126A_HUMAN	Q9H061	T126A_HUMAN	TMEM126A	195	Homo sapiens OX=9606	Transmembrane protein 126A 	1:Experimental evidence at protein level	0.9999	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H0E9|BRD8_HUMAN	Q9H0E9	BRD8_HUMAN	BRD8	1235	Homo sapiens OX=9606	Bromodomain-containing protein 8 	1:Experimental evidence at protein level	0.9999	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H0G5|NSRP1_HUMAN	Q9H0G5	NSRP1_HUMAN	NSRP1	558	Homo sapiens OX=9606	Nuclear speckle splicing regulatory protein 1 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	Homo sapiens OX=9606	39S ribosomal protein L18, mitochondrial 	1:Experimental evidence at protein level	0.9999	0.9983	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H6R0|DHX33_HUMAN	Q9H6R0	DHX33_HUMAN	DHX33	707	Homo sapiens OX=9606	ATP-dependent RNA helicase DHX33 	1:Experimental evidence at protein level	0.9999	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H974|QTRT2_HUMAN	Q9H974	QTRT2_HUMAN	QTRT2	415	Homo sapiens OX=9606	Queuine tRNA-ribosyltransferase accessory subunit 2 	1:Experimental evidence at protein level	0.9999	0.9987	2	2	2	2	2	2	     0	     0	     0	14C(57.0214), 8C(57.0214)		
sp|Q9HD34|LYRM4_HUMAN	Q9HD34	LYRM4_HUMAN	LYRM4	91	Homo sapiens OX=9606	LYR motif-containing protein 4 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NNW5|WDR6_HUMAN	Q9NNW5	WDR6_HUMAN	WDR6	1121	Homo sapiens OX=9606	WD repeat-containing protein 6 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NRW7|VPS45_HUMAN	Q9NRW7	VPS45_HUMAN	VPS45	570	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 45 	1:Experimental evidence at protein level	0.9999	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NRX4|PHP14_HUMAN	Q9NRX4	PHP14_HUMAN	PHPT1	125	Homo sapiens OX=9606	14 kDa phosphohistidine phosphatase 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q9NTJ4|MA2C1_HUMAN	Q9NTJ4	MA2C1_HUMAN	MAN2C1	1040	Homo sapiens OX=9606	Alpha-mannosidase 2C1 	1:Experimental evidence at protein level	0.9999	0.9984	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|Q9NVD7|PARVA_HUMAN	Q9NVD7	PARVA_HUMAN	PARVA	372	Homo sapiens OX=9606	Alpha-parvin 	1:Experimental evidence at protein level	0.9999	0.9989	2	1	2	2	1	2	     0	     0	     0			
sp|Q9NVP2|ASF1B_HUMAN	Q9NVP2	ASF1B_HUMAN	ASF1B	202	Homo sapiens OX=9606	Histone chaperone ASF1B 	1:Experimental evidence at protein level	0.9999	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|Q9NWT1|PK1IP_HUMAN	Q9NWT1	PK1IP_HUMAN	PAK1IP1	392	Homo sapiens OX=9606	p21-activated protein kinase-interacting protein 1 	1:Experimental evidence at protein level	0.9999	0.9986	2	2	2	2	2	2	     0	     0	     0	8C(57.0214)		
sp|Q9NX46|ADPRS_HUMAN	Q9NX46	ADPRS_HUMAN	ADPRS	363	Homo sapiens OX=9606	ADP-ribosylhydrolase ARH3 	1:Experimental evidence at protein level	0.9999	0.9977	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9NYZ3|GTSE1_HUMAN	Q9NYZ3	GTSE1_HUMAN	GTSE1	720	Homo sapiens OX=9606	G2 and S phase-expressed protein 1 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|Q9P0S2|COX16_HUMAN	Q9P0S2	COX16_HUMAN	COX16	106	Homo sapiens OX=9606	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial 	1:Experimental evidence at protein level	0.9999	0.9983	3	3	3	3	3	3	     0	     0	     0			
sp|Q9UDY4|DNJB4_HUMAN	Q9UDY4	DNJB4_HUMAN	DNAJB4	337	Homo sapiens OX=9606	DnaJ homolog subfamily B member 4 	1:Experimental evidence at protein level	0.9999	0.9971	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|Q9UKG1|DP13A_HUMAN	Q9UKG1	DP13A_HUMAN	APPL1	709	Homo sapiens OX=9606	DCC-interacting protein 13-alpha 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9UPU5|UBP24_HUMAN	Q9UPU5	UBP24_HUMAN	USP24	2620	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 24 	1:Experimental evidence at protein level	0.9999	0.9960	2	2	2	2	2	2	     0	     0	     0			
sp|Q9UPY5|XCT_HUMAN	Q9UPY5	XCT_HUMAN	SLC7A11	501	Homo sapiens OX=9606	Cystine/glutamate transporter 	1:Experimental evidence at protein level	0.9999	0.9981	3	3	3	5	5	5	     0	     0	     0			
sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	Homo sapiens OX=9606	Tyrosine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y3C7|MED31_HUMAN	Q9Y3C7	MED31_HUMAN	MED31	131	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 31 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9Y3I1|FBX7_HUMAN	Q9Y3I1	FBX7_HUMAN	FBXO7	522	Homo sapiens OX=9606	F-box only protein 7 	1:Experimental evidence at protein level	0.9999	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y5T5|UBP16_HUMAN	Q9Y5T5	UBP16_HUMAN	USP16	823	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 16 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y5U9|IR3IP_HUMAN	Q9Y5U9	IR3IP_HUMAN	IER3IP1	82	Homo sapiens OX=9606	Immediate early response 3-interacting protein 1 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q9Y6M7|S4A7_HUMAN	Q9Y6M7	S4A7_HUMAN	SLC4A7	1214	Homo sapiens OX=9606	Sodium bicarbonate cotransporter 3 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O14732|IMPA2_HUMAN	O14732	IMPA2_HUMAN	IMPA2	288	Homo sapiens OX=9606	Inositol monophosphatase 2 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	Homo sapiens OX=9606	Inhibitor of nuclear factor kappa-B kinase subunit beta 	1:Experimental evidence at protein level	0.9998	0.9990	3	2	3	3	2	3	     0	     0	     0			
sp|O43314|VIP2_HUMAN	O43314	VIP2_HUMAN	PPIP5K2	1243	Homo sapiens OX=9606	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 	1:Experimental evidence at protein level	0.9998	0.9972	2	1	2	3	1	3	     0	     0	     0			
sp|O43427|FIBP_HUMAN	O43427	FIBP_HUMAN	FIBP	364	Homo sapiens OX=9606	Acidic fibroblast growth factor intracellular-binding protein 	1:Experimental evidence at protein level	0.9998	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|O43572|AKA10_HUMAN	O43572	AKA10_HUMAN	AKAP10	662	Homo sapiens OX=9606	A-kinase anchor protein 10, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O75394|RM33_HUMAN	O75394	RM33_HUMAN	MRPL33	65	Homo sapiens OX=9606	39S ribosomal protein L33, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214)		
sp|P10619|PPGB_HUMAN	P10619	PPGB_HUMAN	CTSA	480	Homo sapiens OX=9606	Lysosomal protective protein 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	3	3	3	     0	     0	     0	11C(57.0214), 1C(57.0214)		
sp|P20585|MSH3_HUMAN	P20585	MSH3_HUMAN	MSH3	1137	Homo sapiens OX=9606	DNA mismatch repair protein Msh3 	1:Experimental evidence at protein level	0.9998	0.9986	3	3	3	3	3	3	     0	     0	     0	5C(57.0214), 6C(57.0214)		
sp|P27144|KAD4_HUMAN	P27144	KAD4_HUMAN	AK4	223	Homo sapiens OX=9606	Adenylate kinase 4, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9982	3	3	3	3	3	3	     0	     0	     0			
sp|P35813|PPM1A_HUMAN	P35813	PPM1A_HUMAN	PPM1A	382	Homo sapiens OX=9606	Protein phosphatase 1A 	1:Experimental evidence at protein level	0.9998	0.9950	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|P48651|PTSS1_HUMAN	P48651	PTSS1_HUMAN	PTDSS1	473	Homo sapiens OX=9606	Phosphatidylserine synthase 1 	1:Experimental evidence at protein level	0.9998	0.9985	2	2	2	3	3	3	     0	     0	     0			
sp|P48723|HSP13_HUMAN	P48723	HSP13_HUMAN	HSPA13	471	Homo sapiens OX=9606	Heat shock 70 kDa protein 13 	1:Experimental evidence at protein level	0.9998	0.9973	2	2	2	2	2	2	     0	     0	     0			
sp|P49711|CTCF_HUMAN	P49711	CTCF_HUMAN	CTCF	727	Homo sapiens OX=9606	Transcriptional repressor CTCF 	1:Experimental evidence at protein level	0.9998	0.9872	3	2	3	4	2	4	     0	     0	     0	10C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P56381|ATP5E_HUMAN	P56381	ATP5E_HUMAN	ATP5F1E	51	Homo sapiens OX=9606	ATP synthase subunit epsilon, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9980	2	0	2	4	0	4	     0	     0	     0	5C(57.0214)		sp|Q5VTU8|AT5EL_HUMAN
sp|P58876|H2B1D_HUMAN	P58876	H2B1D_HUMAN	H2BC5	126	Homo sapiens OX=9606	Histone H2B type 1-D 	1:Experimental evidence at protein level	0.9998	0.9990	4	1	4	7	3	7	     0	     0	     0			
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit alpha2 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	Homo sapiens	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P82912|RT11_HUMAN	P82912	RT11_HUMAN	MRPS11	194	Homo sapiens OX=9606	28S ribosomal protein S11, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q13084|RM28_HUMAN	Q13084	RM28_HUMAN	MRPL28	256	Homo sapiens OX=9606	39S ribosomal protein L28, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q15018|ABRX2_HUMAN	Q15018	ABRX2_HUMAN	ABRAXAS2	415	Homo sapiens OX=9606	BRISC complex subunit Abraxas 2 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q16656|NRF1_HUMAN	Q16656	NRF1_HUMAN	NRF1	503	Homo sapiens OX=9606	Nuclear respiratory factor 1 	1:Experimental evidence at protein level	0.9998	0.9879	3	3	3	3	3	3	     0	     0	     0			
sp|Q6P1K2|PMF1_HUMAN	Q6P1K2	PMF1_HUMAN	PMF1	205	Homo sapiens OX=9606	Polyamine-modulated factor 1 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q6P4I2|WDR73_HUMAN	Q6P4I2	WDR73_HUMAN	WDR73	378	Homo sapiens OX=9606	WD repeat-containing protein 73 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q86W56|PARG_HUMAN	Q86W56	PARG_HUMAN	PARG	976	Homo sapiens OX=9606	Poly(ADP-ribose) glycohydrolase 	1:Experimental evidence at protein level	0.9998	0.9990	3	3	3	3	3	3	     0	     0	     0	14C(57.0214), 4C(57.0214)		
sp|Q8IYI6|EXOC8_HUMAN	Q8IYI6	EXOC8_HUMAN	EXOC8	725	Homo sapiens OX=9606	Exocyst complex component 8 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q8N131|PORIM_HUMAN	Q8N131	PORIM_HUMAN	TMEM123	208	Homo sapiens OX=9606	Porimin 	1:Experimental evidence at protein level	0.9998	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q8N335|GPD1L_HUMAN	Q8N335	GPD1L_HUMAN	GPD1L	351	Homo sapiens OX=9606	Glycerol-3-phosphate dehydrogenase 1-like protein 	1:Experimental evidence at protein level	0.9998	0.9986	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q8ND76|CCNY_HUMAN	Q8ND76	CCNY_HUMAN	CCNY	341	Homo sapiens OX=9606	Cyclin-Y 	1:Experimental evidence at protein level	0.9998	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|Q8TCT8|SPP2A_HUMAN	Q8TCT8	SPP2A_HUMAN	SPPL2A	520	Homo sapiens OX=9606	Signal peptide peptidase-like 2A 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	3	3	3	     0	     0	     0	9C(57.0214)		
sp|Q96AT9|RPE_HUMAN	Q96AT9	RPE_HUMAN	RPE	228	Homo sapiens OX=9606	Ribulose-phosphate 3-epimerase 	1:Experimental evidence at protein level	0.9998	0.9965	3	1	3	3	1	3	     0	     0	     0	17C(57.0214)		
sp|Q96H55|MYO19_HUMAN	Q96H55	MYO19_HUMAN	MYO19	970	Homo sapiens OX=9606	Unconventional myosin-XIX 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q99879|H2B1M_HUMAN	Q99879	H2B1M_HUMAN	H2BC14	126	Homo sapiens OX=9606	Histone H2B type 1-M 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BQS8|FYCO1_HUMAN	Q9BQS8	FYCO1_HUMAN	FYCO1	1478	Homo sapiens OX=9606	FYVE and coiled-coil domain-containing protein 1 	1:Experimental evidence at protein level	0.9998	0.9972	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H3R2|MUC13_HUMAN	Q9H3R2	MUC13_HUMAN	MUC13	512	Homo sapiens OX=9606	Mucin-13 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	13C(57.0214)		
sp|Q9UII2|ATIF1_HUMAN	Q9UII2	ATIF1_HUMAN	ATP5IF1	106	Homo sapiens OX=9606	ATPase inhibitor, mitochondrial 	1:Experimental evidence at protein level	0.9998	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q9UJ41|RABX5_HUMAN	Q9UJ41	RABX5_HUMAN	RABGEF1	491	Homo sapiens OX=9606	Rab5 GDP/GTP exchange factor 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9ULA0|DNPEP_HUMAN	Q9ULA0	DNPEP_HUMAN	DNPEP	485	Homo sapiens OX=9606	Aspartyl aminopeptidase 	1:Experimental evidence at protein level	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0	11C(57.0214)		
sp|Q9ULH0|KDIS_HUMAN	Q9ULH0	KDIS_HUMAN	KIDINS220	1771	Homo sapiens OX=9606	Kinase D-interacting substrate of 220 kDa 	1:Experimental evidence at protein level	0.9998	0.9955	3	3	3	3	3	3	     0	     0	     0	5C(57.0214)		
sp|Q9UMZ2|SYNRG_HUMAN	Q9UMZ2	SYNRG_HUMAN	SYNRG	1314	Homo sapiens OX=9606	Synergin gamma 	1:Experimental evidence at protein level	0.9998	0.9974	2	2	2	2	2	2	     0	     0	     0			
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 1 	1:Experimental evidence at protein level	0.9997	0.9954	2	2	2	4	4	4	     0	     0	     0			
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	Homo sapiens OX=9606	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 	1:Experimental evidence at protein level	0.9997	0.9963	2	2	2	2	2	2	     0	     0	     0			
sp|O43924|PDE6D_HUMAN	O43924	PDE6D_HUMAN	PDE6D	150	Homo sapiens OX=9606	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta 	1:Experimental evidence at protein level	0.9997	0.9970	2	2	2	2	2	2	     0	     0	     0			
sp|O75935|DCTN3_HUMAN	O75935	DCTN3_HUMAN	DCTN3	186	Homo sapiens OX=9606	Dynactin subunit 3 	1:Experimental evidence at protein level	0.9997	0.9985	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|O94913|PCF11_HUMAN	O94913	PCF11_HUMAN	PCF11	1555	Homo sapiens OX=9606	Pre-mRNA cleavage complex 2 protein Pcf11 	1:Experimental evidence at protein level	0.9997	0.9963	2	2	2	3	3	3	     0	     0	     0			
sp|P13929|ENOB_HUMAN	P13929	ENOB_HUMAN	ENO3	434	Homo sapiens OX=9606	Beta-enolase 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P49642|PRI1_HUMAN	P49642	PRI1_HUMAN	PRIM1	420	Homo sapiens OX=9606	DNA primase small subunit 	1:Experimental evidence at protein level	0.9997	0.9971	3	3	3	3	3	3	     0	     0	     0			
sp|P53365|ARFP2_HUMAN	P53365	ARFP2_HUMAN	ARFIP2	341	Homo sapiens OX=9606	Arfaptin-2 	1:Experimental evidence at protein level	0.9997	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	184	Homo sapiens OX=9606	Ras-related protein Rap-1b 	1:Experimental evidence at protein level	0.9997	0.9990	5	0	5	7	0	7	     0	     0	     0	1C(57.0214), 5C(57.0214)		
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	Beta-2-microglobulin 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P62987|RL40_HUMAN	P62987	RL40_HUMAN	UBA52	128	Homo sapiens OX=9606	Ubiquitin-60S ribosomal protein L40 	1:Experimental evidence at protein level	0.9997	0.9988	1	1	1	2	2	2	     0	     0	     0	3C(57.0214), 6M(15.9949), 8C(57.0214)		
sp|Q147X3|NAA30_HUMAN	Q147X3	NAA30_HUMAN	NAA30	362	Homo sapiens OX=9606	N-alpha-acetyltransferase 30 	1:Experimental evidence at protein level	0.9997	0.9975	3	3	3	3	3	3	     0	     0	     0			
sp|Q15386|UBE3C_HUMAN	Q15386	UBE3C_HUMAN	UBE3C	1083	Homo sapiens OX=9606	Ubiquitin-protein ligase E3C 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q68EM7|RHG17_HUMAN	Q68EM7	RHG17_HUMAN	ARHGAP17	881	Homo sapiens OX=9606	Rho GTPase-activating protein 17 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q6VY07|PACS1_HUMAN	Q6VY07	PACS1_HUMAN	PACS1	963	Homo sapiens OX=9606	Phosphofurin acidic cluster sorting protein 1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q7Z4H7|HAUS6_HUMAN	Q7Z4H7	HAUS6_HUMAN	HAUS6	955	Homo sapiens OX=9606	HAUS augmin-like complex subunit 6 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q8N138|ORML3_HUMAN	Q8N138	ORML3_HUMAN	ORMDL3	153	Homo sapiens OX=9606	ORM1-like protein 3 	1:Experimental evidence at protein level	0.9997	0.9990	2	1	2	2	1	2	     0	     0	     0	N-term(42.0106)		
sp|Q8NB90|SPAT5_HUMAN	Q8NB90	SPAT5_HUMAN	SPATA5	893	Homo sapiens OX=9606	Ribosome biogenesis protein SPATA5 	1:Experimental evidence at protein level	0.9997	0.9984	2	2	2	2	2	2	     0	     0	     0			
sp|Q8TDH9|BL1S5_HUMAN	Q8TDH9	BL1S5_HUMAN	BLOC1S5	187	Homo sapiens OX=9606	Biogenesis of lysosome-related organelles complex 1 subunit 5 	1:Experimental evidence at protein level	0.9997	0.9955	2	2	2	2	2	2	     0	     0	     0	9C(57.0214)		
sp|Q99547|MPH6_HUMAN	Q99547	MPH6_HUMAN	MPHOSPH6	160	Homo sapiens OX=9606	M-phase phosphoprotein 6 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BW61|DDA1_HUMAN	Q9BW61	DDA1_HUMAN	DDA1	102	Homo sapiens OX=9606	DET1- and DDB1-associated protein 1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q9HAS0|NJMU_HUMAN	Q9HAS0	NJMU_HUMAN	C17orf75	396	Homo sapiens OX=9606	Protein Njmu-R1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|Q9HD47|MOG1_HUMAN	Q9HD47	MOG1_HUMAN	RANGRF	186	Homo sapiens OX=9606	Ran guanine nucleotide release factor 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NVU0|RPC5_HUMAN	Q9NVU0	RPC5_HUMAN	POLR3E	708	Homo sapiens OX=9606	DNA-directed RNA polymerase III subunit RPC5 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0	11C(57.0214)		
sp|Q9NVZ3|NECP2_HUMAN	Q9NVZ3	NECP2_HUMAN	NECAP2	263	Homo sapiens OX=9606	Adaptin ear-binding coat-associated protein 2 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0	11C(57.0214), N-term(42.0106)		
sp|Q9P0U1|TOM7_HUMAN	Q9P0U1	TOM7_HUMAN	TOMM7	55	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM7 homolog 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	6M(15.9949)		
sp|Q9UNX3|RL26L_HUMAN	Q9UNX3	RL26L_HUMAN	RPL26L1	145	Homo sapiens OX=9606	60S ribosomal protein L26-like 1 	1:Experimental evidence at protein level	0.9997	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q9UQ13|SHOC2_HUMAN	Q9UQ13	SHOC2_HUMAN	SHOC2	582	Homo sapiens OX=9606	Leucine-rich repeat protein SHOC-2 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y3A6|TMED5_HUMAN	Q9Y3A6	TMED5_HUMAN	TMED5	229	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 5 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q9Y5B8|NDK7_HUMAN	Q9Y5B8	NDK7_HUMAN	NME7	376	Homo sapiens OX=9606	Nucleoside diphosphate kinase 7 	1:Experimental evidence at protein level	0.9997	0.9975	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y5Y2|NUBP2_HUMAN	Q9Y5Y2	NUBP2_HUMAN	NUBP2	271	Homo sapiens OX=9606	Cytosolic Fe-S cluster assembly factor NUBP2 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 8 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 6, mitochondrial 	1:Experimental evidence at protein level	0.9996	0.9970	2	2	2	2	2	2	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|P25490|TYY1_HUMAN	P25490	TYY1_HUMAN	YY1	414	Homo sapiens OX=9606	Transcriptional repressor protein YY1 	1:Experimental evidence at protein level	0.9996	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|P39880|CUX1_HUMAN	P39880	CUX1_HUMAN	CUX1	1505	Homo sapiens OX=9606	Homeobox protein cut-like 1 	1:Experimental evidence at protein level	0.9996	0.9990	4	1	4	4	1	4	     0	     0	     0			
sp|P53680|AP2S1_HUMAN	P53680	AP2S1_HUMAN	AP2S1	142	Homo sapiens OX=9606	AP-2 complex subunit sigma 	1:Experimental evidence at protein level	0.9996	0.9982	2	2	2	2	2	2	     0	     0	     0			
sp|P60059|SC61G_HUMAN	P60059	SC61G_HUMAN	SEC61G	68	Homo sapiens OX=9606	Protein transport protein Sec61 subunit gamma 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q13427|PPIG_HUMAN	Q13427	PPIG_HUMAN	PPIG	754	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase G 	1:Experimental evidence at protein level	0.9996	0.9986	2	2	2	2	2	2	     0	     0	     0	10C(57.0214)		
sp|Q8IYS2|K2013_HUMAN	Q8IYS2	K2013_HUMAN	KIAA2013	634	Homo sapiens OX=9606	Uncharacterized protein KIAA2013 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q8N122|RPTOR_HUMAN	Q8N122	RPTOR_HUMAN	RPTOR	1335	Homo sapiens OX=9606	Regulatory-associated protein of mTOR 	1:Experimental evidence at protein level	0.9996	0.9981	2	2	2	2	2	2	     0	     0	     0	3C(57.0214)		
sp|Q8N4A0|GALT4_HUMAN	Q8N4A0	GALT4_HUMAN	GALNT4	578	Homo sapiens OX=9606	Polypeptide N-acetylgalactosaminyltransferase 4 	1:Experimental evidence at protein level	0.9996	0.9989	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
